,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice,Totalarea,TotalBsmtFin,TotalSF,TotalBath,TotalPorch,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageFinish_RFn,GarageFinish_Unf,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
382,383,60,79.0,9245,7,5,2006,0.0,939,939,858,1797,0,2,1,3,8,0,2006.0,639,144,53,4,2007,5.329397879361043,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
383,384,45,60.0,9000,6,3,1950,0.0,784,784,0,784,0,1,0,2,5,0,1950.0,360,0,0,10,2009,4.880813592280791,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
384,385,60,76.0,53107,6,5,1992,0.0,1580,1079,874,1953,1,2,1,3,9,2,1992.0,501,216,231,6,2007,5.380211241711606,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
385,386,120,43.0,3182,8,5,2005,16.0,1256,1269,0,1269,0,2,0,2,6,1,2004.0,430,146,20,4,2010,5.283301228703549,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
386,387,50,58.0,8410,5,3,1996,0.0,658,658,526,1184,0,1,0,5,8,0,1953.0,0,0,151,5,2006,4.9084850188786495,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
387,388,80,72.0,7200,6,6,1976,255.0,1041,1125,0,1125,1,1,0,3,6,1,1977.0,352,296,0,10,2009,5.096910013008056,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
388,389,20,93.0,9382,7,5,2000,125.0,1468,1479,0,1479,0,2,0,3,6,0,1999.0,577,120,25,7,2008,5.281033367247727,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
389,390,60,96.0,12474,10,5,2008,272.0,1682,1742,590,2332,1,2,1,3,9,1,2008.0,846,196,134,8,2008,5.629409599102719,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390,391,50,50.0,8405,5,8,1950,0.0,861,961,406,1367,1,1,0,4,7,0,1978.0,384,0,130,4,2008,5.075546961392531,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
391,392,60,71.0,12209,6,5,2002,0.0,804,804,1157,1961,1,2,1,3,7,1,2001.0,560,125,192,6,2009,5.332438459915605,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
392,393,20,45.0,8339,5,7,1959,0.0,0,882,0,882,0,1,0,3,5,0,1959.0,294,0,0,7,2007,5.027349607774757,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
393,394,30,44.0,7446,4,5,1950,0.0,788,788,0,788,0,1,0,2,4,2,1956.0,0,0,0,4,2006,5.0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
394,395,50,60.0,10134,5,6,1950,0.0,735,735,299,1034,0,1,0,2,5,0,1940.0,240,0,39,7,2007,5.037426497940624,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
395,396,20,68.0,9571,5,6,1956,0.0,1144,1144,0,1144,1,1,0,3,6,0,1956.0,596,44,0,6,2010,5.110589710299249,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
396,397,20,60.0,7200,5,5,1972,0.0,894,894,0,894,0,1,0,2,6,0,1985.0,600,215,0,9,2009,5.089905111439398,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
397,398,60,69.0,7590,5,5,1962,288.0,864,876,936,1812,0,2,0,4,8,1,1962.0,264,0,168,7,2007,5.229169702539101,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
398,399,30,60.0,8967,5,2,1950,0.0,961,1077,0,1077,0,1,0,2,6,0,1920.0,338,0,0,11,2007,4.826074802700826,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
399,400,60,65.0,8125,7,5,2007,100.0,1092,1112,438,1550,1,2,0,2,7,0,2007.0,438,0,168,10,2009,5.382017042574868,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
400,401,120,38.0,14963,8,5,1996,0.0,1260,1288,0,1288,1,1,1,1,4,2,1996.0,500,120,30,12,2008,5.390051496458987,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
401,402,20,65.0,8767,7,5,2005,0.0,1310,1310,0,1310,0,2,0,3,6,1,2005.0,400,0,0,7,2006,5.21745762253858,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
402,403,30,60.0,10200,5,8,1997,0.0,672,672,0,672,0,1,0,2,4,0,1940.0,240,168,0,8,2008,5.033423755486949,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
403,404,60,93.0,12090,8,5,1998,650.0,1141,1165,1098,2263,0,2,1,4,10,1,1998.0,420,144,123,7,2006,5.41161970596323,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
404,405,60,60.0,10364,6,5,1996,0.0,806,806,766,1572,0,2,1,3,7,1,1995.0,373,0,40,5,2007,5.225309281725863,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
405,406,20,55.0,9991,4,4,1993,0.0,1281,1620,0,1620,1,2,0,3,8,1,1993.0,490,120,78,6,2009,5.176091259055681,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
406,407,50,51.0,10480,6,5,1950,0.0,1064,1166,0,1639,0,1,0,3,6,0,1936.0,240,0,0,3,2008,5.060697840353612,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
407,408,70,63.0,15576,6,7,1976,0.0,840,840,840,1680,0,2,0,4,8,0,1960.0,308,0,0,3,2008,5.247973266361806,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
408,409,60,109.0,14154,7,5,2006,350.0,1063,1071,1101,2172,0,2,1,3,9,1,2006.0,947,192,62,8,2007,5.447158031342219,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
409,410,60,85.0,10800,8,5,2008,100.0,1034,1050,1028,2078,1,2,1,3,8,1,2008.0,836,0,102,4,2008,5.5311594654045315,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
410,411,20,68.0,9571,5,3,1958,0.0,1276,1276,0,1276,0,1,0,3,5,0,1958.0,350,0,0,6,2009,4.778151250383644,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
411,412,190,100.0,34650,5,5,1955,0.0,1056,1056,0,1056,1,1,0,3,5,0,1955.0,572,264,0,1,2006,5.161368002234975,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
412,413,20,72.0,4403,7,5,2009,432.0,1470,1478,0,1478,1,2,1,2,7,1,2009.0,484,0,144,6,2010,5.346352974450639,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
413,414,30,56.0,8960,5,6,1950,0.0,1008,1028,0,1028,0,1,0,2,5,1,1927.0,360,0,0,3,2010,5.060697840353612,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
414,415,60,59.0,11228,7,5,1993,0.0,1080,1080,1017,2097,0,2,1,3,9,1,1993.0,678,196,187,12,2008,5.357934847000454,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
415,416,20,73.0,8899,7,5,2007,0.0,1340,1340,0,1340,0,2,0,3,6,0,2007.0,396,100,30,8,2007,5.257999977793136,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
416,417,60,74.0,7844,6,7,1978,203.0,672,672,728,1400,0,1,1,3,6,1,1978.0,440,0,0,3,2006,5.174641192660449,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
417,418,70,86.0,22420,6,6,1950,0.0,1370,1370,1254,2624,1,2,1,4,10,1,1918.0,864,0,0,11,2007,5.378397900948138,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
418,419,50,60.0,8160,5,6,1950,0.0,756,756,378,1134,1,1,1,3,7,0,1940.0,240,0,0,4,2007,5.1003705451175625,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
419,420,20,65.0,8450,5,6,1968,0.0,1056,1056,0,1056,1,1,0,3,6,1,1968.0,304,0,85,7,2010,5.152288344383057,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
420,421,90,78.0,7060,7,5,1998,200.0,1344,1344,0,1344,2,2,0,2,8,0,1997.0,784,0,0,11,2008,5.314499227973151,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
421,422,20,71.0,16635,6,7,2000,126.0,1602,1602,0,1602,0,2,0,3,8,1,1977.0,529,240,0,6,2009,5.332438459915605,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
422,423,20,100.0,21750,5,5,1954,0.0,988,988,0,988,0,1,0,2,4,0,1954.0,520,0,0,2,2008,5.05307844348342,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
423,424,60,80.0,9200,8,5,1998,473.0,1470,1470,1160,2630,1,2,1,4,8,1,1998.0,696,0,66,6,2008,5.498310553789601,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
424,425,20,72.0,9000,6,5,1956,74.0,1196,1196,0,1196,1,1,0,2,6,1,1956.0,297,0,44,5,2008,5.143014800254095,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
425,426,60,60.0,3378,7,8,1992,0.0,651,707,682,1389,0,1,1,3,6,2,1947.0,240,0,0,9,2009,5.1303337684950066,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
426,427,80,85.0,12800,7,5,1989,145.0,1518,1644,0,1644,1,2,0,2,5,1,1989.0,569,80,0,8,2009,5.439332693830263,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
427,428,20,77.0,8593,4,6,1957,0.0,907,907,0,907,0,1,0,3,5,0,1964.0,352,0,0,7,2008,5.0374583715953225,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
428,429,20,64.0,6762,7,5,2007,108.0,1208,1208,0,1208,1,2,0,2,6,0,2007.0,628,105,54,9,2007,5.290924559382754,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
429,430,20,130.0,11457,6,5,1988,0.0,1392,1412,0,1412,1,2,0,3,6,1,1988.0,576,0,0,3,2009,5.243038048686294,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
430,431,160,21.0,1680,6,5,1971,232.0,483,483,504,987,0,1,1,2,4,0,1971.0,264,0,0,7,2008,4.931457870689005,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
431,432,50,60.0,5586,6,7,1998,0.0,901,1088,110,1198,0,1,0,4,7,0,1953.0,0,0,98,9,2008,4.902546779313991,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
432,433,160,24.0,1920,5,5,1971,376.0,765,765,600,1365,1,1,1,2,6,0,1971.0,440,240,36,8,2007,5.088136088700551,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
433,434,60,100.0,10839,6,5,1998,0.0,926,926,678,1604,0,2,1,3,7,1,1997.0,470,0,36,7,2008,5.2576785748691846,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
434,435,180,21.0,1890,4,7,1972,0.0,630,630,0,630,1,1,0,1,3,0,1953.0,0,88,0,6,2008,4.9084850188786495,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
435,436,60,43.0,10667,7,6,1996,0.0,799,827,834,1661,1,2,1,3,6,1,1996.0,550,158,61,4,2009,5.326335860928752,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
436,437,50,40.0,4400,6,8,1950,0.0,648,734,384,1118,0,1,0,2,6,0,1990.0,440,0,0,10,2006,5.064457989226918,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
437,438,45,50.0,6000,6,7,2004,0.0,884,904,0,904,0,1,0,2,4,0,1926.0,180,0,0,1,2009,5.075546961392531,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
438,439,30,40.0,4280,5,6,2002,0.0,440,694,0,694,0,1,0,2,4,1,1990.0,352,0,0,3,2007,4.955928156896951,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
439,440,50,67.0,12354,6,8,2000,0.0,684,684,512,1196,0,1,0,3,7,0,2005.0,528,0,46,8,2009,5.041392685158225,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
440,441,20,105.0,15431,10,5,2008,200.0,3094,2402,0,2402,1,2,0,2,10,2,2008.0,672,0,72,4,2009,5.744292983122676,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
441,442,90,92.0,12108,4,4,1955,270.0,1440,1440,0,1440,0,2,0,4,8,0,1958.0,0,0,0,9,2008,5.071882007306125,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
442,443,50,52.0,6240,5,7,1992,0.0,1078,1128,445,1573,0,2,0,3,8,1,1930.0,360,0,0,6,2008,5.21192108430851,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
443,444,120,53.0,3922,7,5,2007,72.0,1258,1258,0,1258,0,2,0,2,6,1,2007.0,648,144,16,6,2007,5.236789099409293,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
444,445,60,70.0,8750,7,5,1995,0.0,915,933,975,1908,1,2,1,4,8,1,1994.0,493,144,133,7,2008,5.3222192947339195,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
445,446,20,73.0,9855,6,5,1956,0.0,1436,1689,0,1689,0,1,0,3,7,1,1956.0,480,0,0,11,2009,5.105510184769974,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
446,447,20,137.0,16492,6,6,2002,0.0,1517,1888,0,1888,0,2,1,2,6,1,1966.0,578,0,0,6,2010,5.278753600952829,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
447,448,60,67.0,11214,7,5,1999,0.0,930,956,930,1886,0,2,1,4,10,1,1998.0,431,89,0,7,2006,5.300812794118117,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
448,449,50,50.0,8600,6,6,1950,0.0,780,780,596,1376,0,2,0,3,7,1,1937.0,198,0,0,6,2006,5.077367905284157,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
449,450,50,50.0,6000,3,7,2002,0.0,649,679,504,1183,0,1,1,2,6,0,1981.0,308,0,176,6,2007,5.079181246047625,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
450,451,30,70.0,5684,6,8,2005,0.0,813,813,0,813,0,1,0,2,5,0,1932.0,270,0,113,6,2006,5.041392685158225,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
451,452,20,62.0,70761,7,5,1975,0.0,1533,1533,0,1533,1,2,0,2,5,2,1975.0,576,200,54,12,2006,5.447158031342219,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
452,453,60,68.0,9303,6,5,1997,42.0,872,888,868,1756,1,2,1,3,7,0,1996.0,422,144,122,7,2007,5.309630167425898,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
453,454,60,75.0,9000,8,5,2008,0.0,768,786,804,1590,0,2,1,3,6,0,2008.0,676,0,30,6,2009,5.3222192947339195,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
